track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,popularity
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832.0,79,13,93,0,17,1.3282678183554197,G#,Minor,0.857687563512956,0.9669978385360183,-0.2704836677840216,-0.7200275274901133,-0.19150181181757883,-0.3079577239056158,1.5136622043592842,1
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504.0,34,0,29,0,0,-0.09161367739099073,G,Major,1.4026539266249451,-1.5323388199961159,-0.518826478373908,-0.9949471288954292,-0.19150181181757883,-0.751025903818015,-0.4439388080143997,0
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045.0,73,45,119,0,0,-0.801554425264196,B,Minor,0.9939291542909533,1.0517211150964296,0.3503733586906943,-0.40583369731260927,-0.19150181181757883,-0.751025903818015,-0.541818858633084,1
Born Singer,BTS,1,2022,6,10,279,0,79095270.0,0,18,6,0,0,1.2572737435680992,G#,Minor,-0.5047283442670166,0.7128280088547844,1.2195731957552967,-0.8771244425788653,-0.19150181181757883,0.4304892426150495,0.04546144507902125,0
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.0,20,3,39,0,0,0.689321145269535,D#,Major,-0.7772115258230112,-0.4732978629909743,-0.6429978836688512,1.7935231139299188,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475.0,36,1,31,0,1,1.6832381922920223,A,Minor,0.857687563512956,1.0940827533766353,1.2816588984027681,-0.6022048411735493,-0.19150181181757883,-0.0864236339494162,0.33910159693507386,1
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696.0,23,1,44,1,0,-1.3695070235627602,F,Minor,0.24460040501196834,-0.51565950127118,1.3437446010502399,-0.9556729001232412,-0.19150181181757883,2.424296052220846,1.4157821537406001,1
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494.0,54,76,900,0,0,1.0087944818124774,G,Major,0.3808419957899656,1.5600607744588977,0.16411625074827954,-0.24873678222385728,-0.19150181181757883,1.0212468158315817,-0.541818858633084,1
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839.0,26,16,17,0,1,0.19236262175829136,C#,Minor,0.9939291542909533,-0.388574586430563,0.6608018719280523,-0.7985759850344893,-0.19150181181757883,3.3104324120456443,-0.4439388080143997,1
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263.0,13,2,31,0,0,-0.16260775217831125,G,Major,-0.7772115258230112,-1.3205306285950875,-0.6429978836688512,1.597151970068979,-0.19150181181757883,-0.898715297122148,-0.541818858633084,1
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.0,7,1,15,0,0,2.144699678409606,F,Major,-0.16412436732202348,1.5600607744588977,0.4745447639856375,0.3796508781311507,1.4053716905211222,0.1351104560067834,-0.7375789598704523,1
So Good,Halsey,1,2022,6,9,1057,0,91781263.0,51,14,19,0,0,-1.4050040609564205,D#,Minor,-0.30036595810002076,-0.9392758840732366,-0.14631226248907844,-0.8771244425788653,-0.19150181181757883,-0.012578937297349671,-0.6396989092517682,0
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301,1,33,-0.020619602603670212,C#,Major,1.1982915404579493,-0.388574586430563,0.9712303851654103,-0.7985759850344893,-0.19150181181757883,-0.0864236339494162,0.33910159693507386,1
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18,0,0,1.5057530053237211,A,Major,0.31272120040096696,1.644784051019309,-1.0155120995536808,0.22255396304239872,-0.19150181181757883,-0.012578937297349671,1.2200220525032317,1
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.0,18,1,28,0,0,-0.5885722009022344,A,Minor,1.062049949679952,1.644784051019309,-0.022140857194135246,0.3403766493589627,0.37881015330338585,-0.6771812071659484,-0.6396989092517682,1
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341.0,19,0,15,0,0,-1.617986285318382,B,Major,0.9258083589019547,0.7128280088547844,-0.3946550730789648,2.2255396304239867,-0.19150181181757883,-0.5294918138618154,2.296702609308758,1
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365,0,114,-1.1210277618071383,G#,Major,-0.7090907304340126,-0.8969142457930309,1.5300017089926545,-0.6414790699457373,-0.19150181181757883,1.0950915124836482,-0.24817870677703135,1
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.0,63,8,270,2,105,0.9023033696314966,G,Major,-1.1178155027680043,-1.2781689903148818,-0.08422655984160685,-0.8378502138066773,-0.19150181181757883,1.6858490857001807,-0.7375789598704523,1
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.0,15,1,23,0,0,-0.3045959017529523,E,Minor,0.24460040501196834,1.644784051019309,1.0333160878128818,0.18327973427021071,0.03662297423080704,-0.3818024205576823,-0.7375789598704523,1
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433.0,0,0,2,0,0,-1.0855307244134782,F#,Major,1.062049949679952,0.20448834949231634,1.0954017904603535,-0.6414790699457373,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,0
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495.0,33,60,107,1,0,-0.16260775217831125,F,Major,-0.7772115258230112,-1.1087224371940592,-1.2017692074960955,-0.9949471288954292,0.15068536725499998,-0.8248706004700815,-0.7375789598704523,1
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476.0,139,73,142,0,5,0.014877434789990053,E,Minor,-0.5047283442670166,-0.2191280333097403,0.4124590613381659,-0.9163986713510532,-0.19150181181757883,-0.16026833060148274,-0.6396989092517682,1
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1,-1.1920218365944588,D#,Major,-1.0496947073790057,-0.9816375223534423,-1.0155120995536808,1.0865869960305348,-0.0774394187933859,0.06126575935471686,-0.7375789598704523,2
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.0,12,1,8,0,1,-0.4465840513275934,F,Minor,0.9258083589019547,0.41629654089334467,1.778344519582541,0.8902158521695948,-0.19150181181757883,-0.4556471172097489,0.04546144507902125,1
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,0,0,7,-1.1565247992007985,B,Minor,0.040238018844972426,0.11976507293190503,0.7228875745755239,-0.20946255345166928,-0.19150181181757883,-0.5294918138618154,0.9263819006471791,1
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284.0,5,36,1,0,0,1.1152855939934583,F#,Minor,0.17647960962296969,1.9413155189807487,-0.14631226248907844,0.8116673946252188,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068.0,112,198,406,1,0,-0.6240692382958947,E,Minor,-0.9134531166010085,0.3315732643329333,1.157487493107825,-1.0342213576676174,4.82724348124691,0.1351104560067834,-0.6396989092517682,2
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964.0,222,61,259,14,2,-0.26909886435929203,C#,Minor,0.17647960962296969,1.517699136178692,1.467916006345183,-0.8771244425788653,-0.19150181181757883,0.5781786359191826,-0.24817870677703135,1
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388.0,37,2,38,2,0,-0.4465840513275934,C#,Major,1.607016312791941,0.3315732643329333,1.0954017904603535,-0.7200275274901133,-0.19150181181757883,-0.898715297122148,-0.24817870677703135,1
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,0.08587150957731057,E,Minor,-1.1178155027680043,-1.9559552027981726,0.22620195339575114,-0.5629306124013613,0.03662297423080704,-0.23411302725354927,-0.4439388080143997,1
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.0,45,2,26,0,1,-0.7305603504768755,C#,Major,0.3808419957899656,0.45865817917355034,0.6608018719280523,-1.0342213576676174,-0.19150181181757883,1.168936209135715,-0.24817870677703135,1
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,-0.09161367739099073,G#,Minor,0.9258083589019547,0.882274561975607,0.03994484545333635,-0.8771244425788653,-0.19150181181757883,-0.3079577239056158,-0.6396989092517682,1
POP!,Nayeon,1,2022,6,24,571,0,213505179.0,19,21,14,0,2,-0.9080455374451768,D,Major,0.857687563512956,-0.642744416111797,1.3437446010502399,-0.8771244425788653,-0.19150181181757883,-1.1202493870783476,-0.541818858633084,1
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412.0,18,124,24,1,0,0.6183270704822145,F,Minor,-1.5946610704909947,-0.43093622471076864,1.7162588169350694,-1.0342213576676174,-0.19150181181757883,1.9073831756563802,-0.34605875739571557,0
MORE,j-hope,1,2022,7,1,565,0,155795783.0,6,52,11,0,0,-0.9080455374451768,D,Major,0.7214459727349588,-0.8545526075128252,0.4745447639856375,-0.9949471288954292,-0.19150181181757883,-0.5294918138618154,-0.6396989092517682,1
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,"6,720",3,99,0.08587150957731057,F#,Major,-1.526540275101996,0.6704663705745787,1.5920874116401262,-0.6807532987179253,1.0631845114485434,-0.6033365105138819,-0.541818858633084,2
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150,3,128,-1.227518873988119,D#,Minor,0.857687563512956,0.1621267112121107,-0.518826478373908,-0.5236563836291733,-0.19150181181757883,-0.751025903818015,-0.15029865615834714,1
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,0.5118359583012337,A#,Minor,1.4026539266249451,-1.8288702879575556,-0.9534263969062091,-0.6807532987179253,-0.19150181181757883,-0.6771812071659484,0.33910159693507386,1
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992.0,11,0,2,0,0,1.221776706174439,A,Major,1.4026539266249451,0.03504179637149369,0.2882876560432227,-1.0342213576676174,-0.19150181181757883,-0.751025903818015,1.2200220525032317,0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902.0,28,0,54,0,0,0.2633566965456119,F#,Major,1.8794994943479355,1.3482525830578693,-0.4567407757264364,1.0865869960305348,-0.19150181181757883,-0.6033365105138819,1.4157821537406001,1
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256.0,49,3,57,0,0,-1.1565247992007985,C#,Major,1.1982915404579493,1.2211676682172523,1.157487493107825,-0.6414790699457373,-0.19150181181757883,-0.751025903818015,0.04546144507902125,0
die first,Nessa Barrett,1,2022,6,24,767,0,131746175.0,25,0,22,0,0,2.144699678409606,G#,Minor,-1.5946610704909947,-0.30385130987015163,0.16411625074827954,-0.7593017562623013,-0.19150181181757883,-0.4556471172097489,0.24122154631638965,0
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.0,129,55,128,0,101,0.19236262175829136,C#,Major,-0.6409699350450139,0.7128280088547844,1.6541731142875977,-0.9556729001232412,-0.19150181181757883,0.6520233325712491,0.04546144507902125,1
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708.0,17,0,24,0,30,0.2633566965456119,D#,Minor,0.24460040501196834,1.136444391656841,-1.5121977207334536,0.7723931658530307,-0.19150181181757883,-0.8248706004700815,3.3733831661142846,0
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413.0,16,15,20,0,0,0.12136854697097084,C#,Major,-0.30036595810002076,0.20448834949231634,-1.3259406127910387,-0.09163986713510529,-0.19150181181757883,-0.4556471172097489,1.2200220525032317,1
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845.0,51,1,50,0,0,0.2633566965456119,E,Minor,0.31272120040096696,-1.4052539051554989,-1.139683504848624,-0.7593017562623013,-0.19150181181757883,0.7258680292233156,-0.24817870677703135,1
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18,0,0,1.7542322670793429,G#,Minor,0.4489627911789642,-0.2191280333097403,-0.3946550730789648,-0.44510792608479727,-0.19150181181757883,-0.3818024205576823,-0.24817870677703135,1
GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12,0,0,-0.6950633130832152,G#,Major,-0.436607548878018,-0.5580211395513857,-0.14631226248907844,-0.48438215485698527,-0.19150181181757883,0.356644545962983,2.883982913020863,1
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484.0,39,47,36,0,0,-0.020619602603670212,A#,Minor,-0.8453323212120099,-0.2191280333097403,-0.022140857194135246,-1.0342213576676174,-0.19150181181757883,-0.0864236339494162,-0.05241860553966295,1
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,0.2633566965456119,B,Major,-1.3902986843239988,0.20448834949231634,1.5920874116401262,-1.0342213576676174,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
Attention,NewJeans,1,2022,8,1,799,12,264717480.0,14,141,9,0,1,-0.6240692382958947,A#,Minor,0.9258083589019547,0.7975512854151957,0.03994484545333635,-0.09163986713510529,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,1
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.0,17,10,16,0,4,-0.09161367739099073,F,Major,1.5388955174029424,0.9246362002558126,-0.8292549916112659,0.49747356444771473,-0.19150181181757883,-0.6771812071659484,-0.4439388080143997,1
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446.0,28,67,195,0,0,0.7958122574505159,G,Major,-0.7772115258230112,-0.3462129481503573,-0.7050835863163228,-0.09163986713510529,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,0
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3,1,0,-0.8370514626578562,G,Minor,0.7895667681239574,0.5433814557339617,-0.3325693704314932,0.06545704795364671,-0.19150181181757883,-0.5294918138618154,0.33910159693507386,1
Heartless,Kanye West,1,2008,1,1,17504,34,887906111.0,63,39,"1,315",0,2,-1.227518873988119,A#,Minor,0.7895667681239574,0.628104732294373,0.03994484545333635,-0.8378502138066773,-0.19150181181757883,0.504333939267116,0.33910159693507386,2
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120.0,54,6,124,1,0,0.12136854697097084,A,Major,0.9258083589019547,1.644784051019309,0.5366304666331091,0.06545704795364671,-0.19150181181757883,0.7997127258753822,-0.6396989092517682,0
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6,1,0,-0.3400929391466126,G#,Major,0.17647960962296969,1.9413155189807487,-0.3325693704314932,1.1258612248027227,-0.19150181181757883,0.6520233325712491,0.14334149569770546,1
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092.0,81,4,248,1,6,0.3343507713329324,B,Major,0.9939291542909533,-0.0920431184691233,1.467916006345183,-0.24873678222385728,-0.19150181181757883,0.20895515265884992,-0.7375789598704523,1
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381.0,22,2,65,1,3,0.4408418835139132,G#,Major,0.6533251773459602,0.9669978385360183,0.5987161692805807,0.8116673946252188,-0.19150181181757883,1.168936209135715,-0.24817870677703135,1
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84,9,202,-0.7305603504768755,C#,Minor,-0.02788277654402621,0.882274561975607,0.5987161692805807,0.1440055054980227,-0.19150181181757883,1.316625602439848,-0.6396989092517682,1
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274,0,0,0.9378004070251569,C#,Major,-2.071506638213985,-0.9816375223534423,0.10203054810080794,-0.48438215485698527,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,2
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119.0,14,77,15,1,2,-0.09161367739099073,D#,Minor,0.6533251773459602,1.136444391656841,1.6541731142875977,-0.48438215485698527,-0.19150181181757883,1.0950915124836482,0.14334149569770546,1
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266.0,49,1,67,11,1,-0.801554425264196,C#,Major,1.5388955174029424,1.009359476816224,-0.8913406942587375,-0.6022048411735493,-0.19150181181757883,-0.6771812071659484,1.5136622043592842,1
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.0,20,49,23,2,2,1.4702559679300609,G#,Minor,0.17647960962296969,0.2892116260527277,-0.4567407757264364,-0.052365638362917286,-0.19150181181757883,-0.23411302725354927,-0.34605875739571557,1
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107,1,7,-1.050033687019818,A#,Minor,-0.16412436732202348,1.1788060299370466,0.10203054810080794,0.18327973427021071,-0.19150181181757883,0.28279984931091645,-0.34605875739571557,1
Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25,1,0,2.038208566228625,C#,Minor,-0.16412436732202348,0.03504179637149369,0.9712303851654103,-0.8378502138066773,-0.19150181181757883,-0.898715297122148,1.4157821537406001,1
Static,Steve Lacy,1,2022,7,15,1613,0,202452860.0,21,15,13,0,0,-1.5469922105310616,C#,Major,-2.275869024380981,-1.2358073520346762,-2.070969044560698,0.6545704795364667,6.9944289487065765,-0.6033365105138819,-0.34605875739571557,1
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312.0,124,25,"7,827",1,0,0.8313092948441761,F,Major,-0.7772115258230112,-1.2781689903148818,-1.2638549101435672,1.832797342702107,-0.19150181181757883,-0.5294918138618154,-0.8354590104891365,2
Sparks,Coldplay,1,2000,7,10,10826,4,624101957.0,24,0,805,0,0,-0.6950633130832152,C#,Major,-2.071506638213985,-1.4476155434357045,-2.3193118551505845,1.911345800246483,0.37881015330338585,-0.6033365105138819,-0.7375789598704523,1
Talk,YEAT,1,2022,9,2,920,0,148461629.0,10,1,8,0,0,0.6183270704822145,E,Minor,0.17647960962296969,-1.0663607989138537,0.7228875745755239,-0.7200275274901133,-0.19150181181757883,2.6458301421770454,1.2200220525032317,0
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942.0,6,1,6,0,0,-1.0855307244134782,A#,Major,0.9258083589019547,-0.13440475674932897,0.3503733586906943,-0.5236563836291733,-0.19150181181757883,-0.23411302725354927,-0.34605875739571557,0
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238.0,15,0,0,0,0,-0.7305603504768755,C#,Minor,-0.2322451627110221,-1.9983168410783783,-0.2704836677840216,-0.6022048411735493,-0.19150181181757883,0.06126575935471686,-0.6396989092517682,1
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362.0,18,10,13,1,1,-0.16260775217831125,B,Minor,0.9939291542909533,1.009359476816224,1.2816588984027681,0.2618281918145867,-0.0774394187933859,-0.5294918138618154,-0.6396989092517682,1
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404.0,3,0,2,0,0,-1.050033687019818,D,Major,0.7214459727349588,1.009359476816224,-0.14631226248907844,-0.7985759850344893,-0.19150181181757883,-0.23411302725354927,-0.4439388080143997,0
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792.0,38,0,24,0,0,0.9732974444188172,F,Minor,0.17647960962296969,-1.0663607989138537,-0.518826478373908,-0.48438215485698527,9.275676809190436,-0.5294918138618154,-0.541818858633084,0
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344.0,78,65,328,1,198,0.2633566965456119,D,Major,-1.0496947073790057,-1.1510840754742648,-0.2704836677840216,-1.0342213576676174,-0.19150181181757883,-0.751025903818015,-0.7375789598704523,1
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729.0,16,0,9,0,0,-1.4050040609564205,D#,Minor,-0.16412436732202348,-1.1510840754742648,-0.7050835863163228,-0.7985759850344893,-0.19150181181757883,2.424296052220846,-0.6396989092517682,0
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673.0,14,1,13,0,0,-0.7305603504768755,A,Major,1.1301707450689507,-0.3462129481503573,0.6608018719280523,-0.8378502138066773,-0.19150181181757883,-0.898715297122148,-0.24817870677703135,1
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584.0,14,116,9,0,11,0.47633892090757346,E,Minor,0.3808419957899656,0.5857430940141674,1.6541731142875977,-0.8771244425788653,-0.19150181181757883,2.2027619622646464,0.7306217994098106,1
Miss You,Southstar,1,1982,5,16,2020,0,154356956.0,77,10,119,0,40,0.7958122574505159,A,Major,-0.09600357193302485,-1.1510840754742648,-0.3946550730789648,-0.36655946854042126,-0.19150181181757883,0.06126575935471686,-0.541818858633084,1
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854.0,31,21,15,0,4,0.2633566965456119,G,Major,-0.7090907304340126,-1.1510840754742648,-1.6984548286758683,-0.6022048411735493,1.8616212626178938,-0.16026833060148274,-0.7375789598704523,2
